dataset,seed,method,window_id,A_r,B_r,U_r,m_by_client
sensorscope,30001,raven,68,"[""client-000"", ""client-002"", ""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-000"", ""client-002"", ""client-003"", ""client-006""]","{""client-000"": 4.242919123257498, ""client-001"": 6.942958565330452, ""client-002"": 9.843776296195262, ""client-003"": 2.3143195217768175, ""client-005"": 0.8948887541995694, ""client-006"": 4.698165959547738}"
sensorscope,30001,raven,69,"[""client-000"", ""client-002"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-006"", ""client-007""]","{""client-000"": 7.3764419875075244, ""client-001"": 8.215920828789274, ""client-002"": 4.249406504118271, ""client-003"": 2.317858093155421, ""client-004"": 5.394772539419084, ""client-006"": 9.388198893191392, ""client-007"": 1.7882283606078848}"
sensorscope,30001,raven,70,"[""client-001"", ""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-002""]","{""client-000"": 9.821488146838357, ""client-001"": 8.035763029231383, ""client-002"": 4.25290436366608, ""client-004"": 1.9331383471209458, ""client-005"": 2.319766016545135, ""client-007"": 4.286696576060898}"
sensorscope,30001,raven,71,"[""client-000"", ""client-003"", ""client-005"", ""client-007""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-003"", ""client-005"", ""client-007""]","{""client-000"": 2.4434256624326913, ""client-002"": 9.773702649730765, ""client-003"": 2.307661382986048, ""client-004"": 3.8461023049767467, ""client-005"": 1.538440921990699, ""client-006"": 7.473549356136023, ""client-007"": 2.3076613829860486}"
sensorscope,30001,raven,72,"[""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-004"", ""client-005"", ""client-006"", ""client-007""]","{""client-000"": 14.641873308084914, ""client-001"": 7.986476349864499, ""client-002"": 8.435937678700101, ""client-004"": 2.2184656527401385, ""client-005"": 0.766903425336373, ""client-006"": 3.1058519138361937, ""client-007"": 0.8873862610960556}"
sensorscope,30001,raven,73,"[""client-001"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-004""]","{""client-000"": 4.181724956977119, ""client-001"": 3.4214113284358243, ""client-002"": 9.916588880278772, ""client-004"": 4.406008098798779, ""client-005"": 0.8812016197597559, ""client-006"": 2.6610976998945297, ""client-007"": 1.520627257082589}"
sensorscope,30001,raven,74,"[""client-000"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-005"", ""client-007""]","{""client-000"": 6.256989539883271, ""client-001"": 10.863179275362217, ""client-002"": 2.0856631799610903, ""client-003"": 3.9677357383799055, ""client-004"": 2.204297632433281, ""client-005"": 0.8817190529733124, ""client-006"": 15.076645447830828, ""client-007"": 0.7584229745313057}"
sensorscope,30001,raven,75,"[""client-000"", ""client-001"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-005""]","{""client-000"": 9.645104936461584, ""client-001"": 1.9728623733671422, ""client-002"": 4.822552468230792, ""client-003"": 2.2627970280040843, ""client-005"": 0.4384138607482539, ""client-006"": 2.6399298660047648}"
sensorscope,30001,raven,76,"[""client-002"", ""client-005"", ""client-006""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-006""]","{""client-000"": 4.833364895616468, ""client-002"": 8.307929367550908, ""client-003"": 2.2657989184229748, ""client-004"": 1.8881657653524793, ""client-005"": 0.8787936173848124, ""client-006"": 1.3217160357467352, ""client-007"": 1.5105326122819835}"
sensorscope,30001,raven,77,"[""client-000"", ""client-001"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-007""]","{""client-000"": 12.47631431920459, ""client-001"": 3.402631177964888, ""client-002"": 19.91386950245531, ""client-004"": 5.3937416413356, ""client-006"": 3.08082380896866, ""client-007"": 1.5122805235399503}"
sensorscope,30001,raven,78,"[""client-001""]","[""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-001""]","{""client-001"": 5.1130493233297125, ""client-002"": 12.49856501258374, ""client-004"": 4.524222090356792, ""client-006"": 12.667821852999014, ""client-007"": 3.6193776722854327}"
sensorscope,30001,raven,79,"[""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","{""client-001"": 3.9700864787766803, ""client-002"": 4.852327918504831, ""client-004"": 1.8938978061556702, ""client-006"": 2.6514569286179377, ""client-007"": 3.630495339601762}"
sensorscope,30001,raven,80,"[""client-004""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-004""]","{""client-001"": 3.9887104976519585, ""client-002"": 4.875090608241282, ""client-003"": 4.565586744992284, ""client-004"": 6.080345250604612, ""client-005"": 0.7609311241653807, ""client-007"": 3.545520442357297}"
sensorscope,30001,raven,81,"[""client-004""]","[""client-001"", ""client-003"", ""client-004"", ""client-007""]","[""client-004""]","{""client-001"": 9.81208261909965, ""client-003"": 1.3329948054411938, ""client-004"": 3.8144152980102275, ""client-007"": 2.6659896108823875}"
sensorscope,30001,raven,82,"[""client-003""]","[""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-003""]","{""client-002"": 4.205562666334951, ""client-003"": 2.6773631954583696, ""client-005"": 0.8924543984861233, ""client-006"": 3.1235903947014307}"
sensorscope,30001,raven,83,"[""client-000"", ""client-001"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-006""]","{""client-000"": 4.9341716693005, ""client-001"": 8.074099095219001, ""client-002"": 8.432778363386035, ""client-003"": 2.2998486445598276, ""client-004"": 1.9165405371331898, ""client-005"": 0.44856106084550007, ""client-006"": 3.1399274259184997, ""client-007"": 4.599697289119655}"
sensorscope,30001,raven,84,"[""client-000""]","[""client-000"", ""client-001"", ""client-003"", ""client-005""]","[""client-000""]","{""client-000"": 9.858160366923963, ""client-001"": 10.32809858536569, ""client-003"": 1.3442945954896315, ""client-005"": 0.44809819849654386}"
sensorscope,30001,raven,85,"[""client-000"", ""client-002"", ""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-003"", ""client-006""]","{""client-000"": 14.81847514579318, ""client-001"": 6.879459895837191, ""client-002"": 9.878983430528786, ""client-003"": 2.6942682083260325, ""client-004"": 1.1226117534691802, ""client-005"": 1.7961788055506884, ""client-006"": 1.337672757523898, ""client-007"": 3.057537731483196}"
sensorscope,30001,raven,86,"[""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-005"", ""client-007""]","{""client-000"": 2.4647768755918618, ""client-001"": 2.0166356254842506, ""client-004"": 3.3610593758070846, ""client-005"": 1.5238251945830892, ""client-006"": 3.1369887507532783, ""client-007"": 1.7925650004304452}"
sensorscope,30001,raven,87,"[""client-003"", ""client-005"", ""client-007""]","[""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-003"", ""client-005"", ""client-007""]","{""client-003"": 2.284201858843235, ""client-004"": 4.484837449378746, ""client-005"": 0.8969674898757494, ""client-006"": 1.569693107282561, ""client-007"": 1.5228012392288235}"
sensorscope,30001,raven,88,"[""client-001"", ""client-002"", ""client-003"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-004""]","{""client-000"": 9.897549954815585, ""client-001"": 4.048997708788193, ""client-002"": 9.897549954815585, ""client-003"": 5.398663611717592, ""client-004"": 3.374164757323495, ""client-005"": 0.76090105750449, ""client-006"": 6.298440880337189}"
sensorscope,30001,raven,89,"[""client-003"", ""client-004""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-003"", ""client-004""]","{""client-000"": 9.865920026700225, ""client-002"": 4.170183617418098, ""client-003"": 2.2746456095007805, ""client-004"": 2.242254551522779, ""client-007"": 1.5164304063338538}"
sensorscope,30001,raven,90,"[""client-000"", ""client-002""]","[""client-000"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-002""]","{""client-000"": 2.089289972558388, ""client-002"": 8.357159890233552, ""client-004"": 11.456452959027738, ""client-006"": 3.146086131919888, ""client-007"": 4.582581183611095}"
sensorscope,30001,raven,91,"[""client-001"", ""client-003"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-003"", ""client-004""]","{""client-000"": 8.395680491046726, ""client-001"": 11.30354672675735, ""client-002"": 9.913864561096288, ""client-003"": 2.7037812439353512, ""client-004"": 5.724327607531859, ""client-005"": 1.5264873620084958, ""client-007"": 7.535697817838234}"
sensorscope,30001,raven,92,"[""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-004"", ""client-005""]","{""client-000"": 2.099033900364588, ""client-001"": 8.446237825746685, ""client-002"": 4.198067800729176, ""client-003"": 2.2898551640340963, ""client-004"": 2.2493400985791014, ""client-005"": 0.3816425273390161, ""client-007"": 1.5265701093560644}"
sensorscope,30001,raven,93,"[""client-000"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-006""]","{""client-000"": 4.954480810910363, ""client-001"": 1.7187771594225376, ""client-002"": 9.908961621820726, ""client-004"": 0.9548761996791876, ""client-006"": 2.6736533591017246, ""client-007"": 10.026710456130754}"
sensorscope,30001,raven,94,"[""client-000"", ""client-003"", ""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-003"", ""client-004"", ""client-005""]","{""client-000"": 2.1039433050047367, ""client-001"": 22.644474702257863, ""client-003"": 2.2952108781869853, ""client-004"": 1.912675731822488, ""client-005"": 0.9031307994537371, ""client-006"": 1.3388730122757413, ""client-007"": 1.8062615989074742}"
sensorscope,30001,raven,95,"[""client-003"", ""client-004"", ""client-005""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-003"", ""client-004"", ""client-005""]","{""client-000"": 4.2161953278804924, ""client-002"": 9.941849909549774, ""client-003"": 2.299742906116632, ""client-004"": 4.714224512133353, ""client-005"": 0.9038045372317979}"
sensorscope,30001,raven,96,"[""client-003""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-003""]","{""client-000"": 7.464956541655388, ""client-001"": 10.285953348344224, ""client-003"": 4.071794477266575, ""client-004"": 1.918493881763298, ""client-005"": 0.38369877635265964, ""client-006"": 8.000185937601062}"
sensorscope,30001,raven,97,"[""client-001"", ""client-003"", ""client-005""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-003"", ""client-005""]","{""client-000"": 4.213332604847366, ""client-001"": 6.894544262477509, ""client-003"": 2.298181420825836, ""client-004"": 0.9575755920107651, ""client-005"": 0.3830302368043061, ""client-007"": 1.8090994560108575}"
sensorscope,30001,raven,98,[],"[""client-001"", ""client-005"", ""client-006"", ""client-007""]",[],"{""client-001"": 10.360853997422758, ""client-005"": 0.7674706664757599, ""client-006"": 6.354737947886511, ""client-007"": 3.802384649605458}"
sensorscope,30001,raven,99,"[""client-001"", ""client-002"", ""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-006""]","{""client-000"": 2.1103697983874947, ""client-001"": 5.179998596042033, ""client-002"": 12.875578374047233, ""client-003"": 5.749379545379041, ""client-005"": 4.68202849965354, ""client-006"": 13.415218939217759}"
sensorscope,30001,raven_wo_design,0,"[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","{""client-000"": 5.0, ""client-001"": 5.0, ""client-003"": 5.0, ""client-004"": 5.0, ""client-005"": 10.0, ""client-006"": 5.0, ""client-007"": 5.0}"
sensorscope,30001,raven_wo_design,1,"[""client-004"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-007""]","[""client-004"", ""client-007""]","{""client-000"": 4.5072012233366845, ""client-001"": 7.91646319981251, ""client-003"": 3.958231599906255, ""client-004"": 9.014402446673369, ""client-007"": 3.958231599906255}"
